face_path,face_positions,artist
images/Frida_Kahlo/Frida_Kahlo_1.jpg,"{'top': 350, 'right': 260, 'bottom': 617, 'left': 0}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_10.jpg,"{'top': 101, 'right': 294, 'bottom': 163, 'left': 232}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_101.jpg,"{'top': 170, 'right': 526, 'bottom': 491, 'left': 205}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_102.jpg,"{'top': 139, 'right': 428, 'bottom': 325, 'left': 242}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_103.jpg,"{'top': 356, 'right': 356, 'bottom': 511, 'left': 201}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_111.jpg,"{'top': 140, 'right': 354, 'bottom': 247, 'left': 247}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_111.jpg,"{'top': 170, 'right': 455, 'bottom': 491, 'left': 134}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_115.jpg,"{'top': 685, 'right': 444, 'bottom': 760, 'left': 370}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_115.jpg,"{'top': 709, 'right': 605, 'bottom': 771, 'left': 543}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_115.jpg,"{'top': 499, 'right': 371, 'bottom': 550, 'left': 319}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_116.jpg,"{'top': 128, 'right': 557, 'bottom': 235, 'left': 450}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_119.jpg,"{'top': 53, 'right': 397, 'bottom': 182, 'left': 268}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_120.jpg,"{'top': 92, 'right': 318, 'bottom': 199, 'left': 211}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_13.jpg,"{'top': 94, 'right': 65, 'bottom': 130, 'left': 29}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_15.jpg,"{'top': 167, 'right': 365, 'bottom': 390, 'left': 142}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_29.jpg,"{'top': 101, 'right': 356, 'bottom': 163, 'left': 294}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_29.jpg,"{'top': 182, 'right': 640, 'bottom': 311, 'left': 511}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_3.jpg,"{'top': 231, 'right': 409, 'bottom': 498, 'left': 141}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_3.jpg,"{'top': 504, 'right': 155, 'bottom': 594, 'left': 66}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_30.jpg,"{'top': 341, 'right': 315, 'bottom': 563, 'left': 92}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_34.jpg,"{'top': 304, 'right': 366, 'bottom': 490, 'left': 180}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_37.jpg,"{'top': 146, 'right': 461, 'bottom': 182, 'left': 425}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_38.jpg,"{'top': 193, 'right': 394, 'bottom': 245, 'left': 343}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_4.jpg,"{'top': 184, 'right': 373, 'bottom': 339, 'left': 218}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_40.jpg,"{'top': 152, 'right': 330, 'bottom': 259, 'left': 223}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_46.jpg,"{'top': 142, 'right': 290, 'bottom': 185, 'left': 247}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_5.jpg,"{'top': 170, 'right': 384, 'bottom': 491, 'left': 63}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_5.jpg,"{'top': 546, 'right': 151, 'bottom': 653, 'left': 44}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_52.jpg,"{'top': 201, 'right': 468, 'bottom': 468, 'left': 200}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_58.jpg,"{'top': 180, 'right': 448, 'bottom': 366, 'left': 262}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_58.jpg,"{'top': 301, 'right': 529, 'bottom': 364, 'left': 467}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_58.jpg,"{'top': 63, 'right': 569, 'bottom': 138, 'left': 494}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_6.jpg,"{'top': 135, 'right': 287, 'bottom': 198, 'left': 225}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_60.jpg,"{'top': 290, 'right': 504, 'bottom': 675, 'left': 118}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_65.jpg,"{'top': 266, 'right': 340, 'bottom': 489, 'left': 117}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_7.jpg,"{'top': 362, 'right': 337, 'bottom': 437, 'left': 262}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_7.jpg,"{'top': 420, 'right': 455, 'bottom': 741, 'left': 134}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_71.jpg,"{'top': 60, 'right': 376, 'bottom': 103, 'left': 333}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_72.jpg,"{'top': 266, 'right': 414, 'bottom': 489, 'left': 191}",Frida_Kahlo
images/Frida_Kahlo/Frida_Kahlo_76.jpg,"{'top': 170, 'right': 280, 'bottom': 232, 'left': 218}",Frida_Kahlo
